subject_id,session,decision_time,switch_frequency,confidence_value,confidence,onset_decks
136,1,0.802438999991864,0.85,0.6820731499930843,2,0.9876156999962404
136,1,0.9999860000098142,0.85,0.849988100008342,2,15.97607460001018
136,1,0.3497593000065535,0.85,0.29729540500557045,1,30.97680359997321
136,1,1.3488296999712477,0.85,1.1465052449755606,2,45.977654799993616
136,1,3.932400199992117,0.85,3.3425401699932995,2,60.97825129999546
136,1,0.7499998999992386,0.85,0.6374999149993528,2,75.99566539999796
136,1,1.7166337000089698,0.85,1.4591386450076242,2,90.99628979997942
136,1,0.4999873000197112,0.85,0.4249892050167545,2,105.99704449996352
136,1,2.1333107000100284,0.85,1.813314095008524,2,120.99776220001512
136,1,1.7991812999825925,0.85,1.5293041049852036,2,135.99847930000396
136,1,0.8002352999756113,0.85,0.6802000049792696,2,150.99910829996224
136,1,1.350143100018613,0.85,1.147621635015821,2,165.9998850999982
136,1,0.5500204000273072,0.85,0.46751734002321116,2,181.0005415999913
136,1,2.2335262999986583,0.85,1.8984973549988595,2,196.0012646999676
136,1,1.8332545000011464,0.85,1.5582663250009745,2,211.0019767999765
136,1,0.4167247000150382,0.85,0.35421599501278245,2,226.00271699996665
136,1,1.432173800014425,0.85,1.2173477300122613,2,241.00355009996565
136,1,0.7512086000060663,0.85,0.6385273100051563,2,256.004148899985
136,1,1.0168241000501437,0.85,0.8643004850426221,2,271.0047784000053
136,1,0.3834591999766412,0.85,0.325940319980145,2,286.00569630000973
136,1,4.466915099998005,0.85,3.796877834998304,2,301.00643700000364
136,1,0.5498883000109345,0.85,0.4674050550092943,2,316.00696480000624
136,1,1.465663600014523,0.85,1.2458140600123444,2,331.0075875999755
136,1,1.4334490000037476,0.85,1.2184316500031855,2,346.0084056999767
136,1,0.5168792000040412,0.85,0.439347320003435,2,361.0258273999789
136,1,0.3665928000118583,0.85,0.31160388001007955,1,376.0265915999771
136,1,1.882172800018452,0.85,1.5998468800156842,2,391.0274412999861
136,1,0.3657993000232977,0.85,0.31092940501980304,1,406.0278667999664
136,1,0.3834856000030413,0.85,0.3259627600025851,2,421.0284561999724
136,1,0.4167341000284636,0.85,0.35422398502419405,2,436.029364499962
136,1,0.3835288999835597,0.85,0.3259995649860257,2,451.0300967000076
136,1,0.366566100041382,0.85,0.3115811850351747,1,466.0307743999874
136,1,0.3668431999976178,0.85,0.3118167199979751,2,481.031460499973
136,1,0.5334334999788553,0.85,0.453418474982027,2,496.0321805999847
136,1,0.3834405999514279,0.85,0.3259245099587137,2,511.0329044999671
136,1,0.432387100008782,0.85,0.3675290350074647,2,526.0336191999959
136,1,0.3999787999782711,0.85,0.33998197998153046,2,541.0342996999971
136,1,0.3678598000551571,0.85,0.3126808300468835,2,556.0350765999756
136,1,0.9333539999788628,0.85,0.7933508999820333,2,571.0357759000035
136,1,1.6668015000177547,0.85,1.4167812750150914,2,586.0364682999789
136,2,0.5501018000068143,0.9,0.4950916200061329,2,1.002730900014285
136,2,0.3999578000511976,0.9,0.3599620200460778,2,15.981348700006492
136,2,0.3667468999628909,0.9,0.3300722099666018,2,30.982097500003874
136,2,1.015560199972242,0.9,0.9140041799750177,2,45.9827484000125
136,2,0.6668241999577731,0.9,0.6001417799619958,2,61.00011329998961
136,2,0.5497783999890089,0.9,0.494800559990108,2,76.00095740001416
136,2,0.4167642999673404,0.9,0.37508786997060634,2,91.00166559999344
136,2,0.9319677000166848,0.9,0.8387709300150163,2,106.0025716999662
136,2,0.3667145000072196,0.9,0.33004305000649764,2,121.00320659996942
136,2,0.466614099976141,0.9,0.4199526899785269,2,136.00376019999385
136,2,0.4334279999602592,0.9,0.3900851999642333,2,151.00438040000154
136,2,0.4000721000484191,0.9,0.36006489004357717,2,166.00517829996534
136,2,1.032454299973324,0.9,0.9292088699759916,2,181.0057800000068
136,2,0.3835588999791071,0.9,0.3452030099811964,2,196.0065956999897
136,2,1.1509588999906557,0.9,1.0358630099915902,2,211.00725919997785
136,2,0.3665986999985764,0.9,0.32993882999871876,2,226.00797069998225
136,2,0.5498798000044189,0.9,0.4948918200039771,2,241.00870579999173
